failed to get console mode for stdout: The handle is invalid.
failed to get console mode for stdout: The handle is invalid.

Exchange Binance has 1235 active pairs:
+---------------+----------------+----------+---------+----------+--------+----------+----------+------------+
|            Id |         Symbol |     Base |   Quote |   Active |   Spot |   Margin |   Future |   Leverage |
|      CITYUSDT |      CITY/USDT |     CITY |    USDT |     True |   Spot |          |          |          1 |
|        CKBTRY |        CKB/TRY |      CKB |     TRY |     True |   Spot |          |          |          1 |
|       CKBUSDC |       CKB/USDC |      CKB |    USDC |     True |   Spot |          |          |          1 |
|       CKBUSDT |       CKB/USDT |      CKB |    USDT |     True |   Spot |   Margin |          |          1 |
|        CLVBTC |        CLV/BTC |      CLV |     BTC |     True |   Spot |   Margin |          |          1 |
|       CLVUSDT |       CLV/USDT |      CLV |    USDT |     True |   Spot |   Margin |          |          1 |
|      COMBOTRY |      COMBO/TRY |    COMBO |     TRY |     True |   Spot |          |          |          1 |
|     COMBOUSDT |     COMBO/USDT |    COMBO |    USDT |     True |   Spot |   Margin |          |          1 |
|       COMPBTC |       COMP/BTC |     COMP |     BTC |     True |   Spot |   Margin |          |          1 |
|       COMPTRY |       COMP/TRY |     COMP |     TRY |     True |   Spot |          |          |          1 |
|      COMPUSDT |      COMP/USDT |     COMP |    USDT |     True |   Spot |   Margin |          |          1 |
|        COSBTC |        COS/BTC |      COS |     BTC |     True |   Spot |          |          |          1 |
|        COSTRY |        COS/TRY |      COS |     TRY |     True |   Spot |          |          |          1 |
|       COSUSDT |       COS/USDT |      COS |    USDT |     True |   Spot |   Margin |          |          1 |
|       COTIBTC |       COTI/BTC |     COTI |     BTC |     True |   Spot |   Margin |          |          1 |
|       COTITRY |       COTI/TRY |     COTI |     TRY |     True |   Spot |          |          |          1 |
|      COTIUSDT |      COTI/USDT |     COTI |    USDT |     True |   Spot |   Margin |          |          1 |
|     CREAMUSDT |     CREAM/USDT |    CREAM |    USDT |     True |   Spot |   Margin |          |          1 |
|        CRVBTC |        CRV/BTC |      CRV |     BTC |     True |   Spot |   Margin |          |          1 |
|        CRVTRY |        CRV/TRY |      CRV |     TRY |     True |   Spot |          |          |          1 |
|       CRVUSDT |       CRV/USDT |      CRV |    USDT |     True |   Spot |   Margin |          |          1 |
|        CTKBNB |        CTK/BNB |      CTK |     BNB |     True |   Spot |          |          |          1 |
|        CTKBTC |        CTK/BTC |      CTK |     BTC |     True |   Spot |          |          |          1 |
|       CTKUSDT |       CTK/USDT |      CTK |    USDT |     True |   Spot |   Margin |          |          1 |
|       CTSIBTC |       CTSI/BTC |     CTSI |     BTC |     True |   Spot |          |          |          1 |
|      CTSIUSDT |      CTSI/USDT |     CTSI |    USDT |     True |   Spot |   Margin |          |          1 |
|       CTXCBTC |       CTXC/BTC |     CTXC |     BTC |     True |   Spot |   Margin |          |          1 |
|      CTXCUSDT |      CTXC/USDT |     CTXC |    USDT |     True |   Spot |   Margin |          |          1 |
|       CVCUSDT |       CVC/USDT |      CVC |    USDT |     True |   Spot |   Margin |          |          1 |
|       CVPUSDT |       CVP/USDT |      CVP |    USDT |     True |   Spot |   Margin |          |          1 |
|       CVXUSDT |       CVX/USDT |      CVX |    USDT |     True |   Spot |   Margin |          |          1 |
|      CYBERBNB |      CYBER/BNB |    CYBER |     BNB |     True |   Spot |          |          |          1 |
|      CYBERBTC |      CYBER/BTC |    CYBER |     BTC |     True |   Spot |          |          |          1 |
|      CYBERETH |      CYBER/ETH |    CYBER |     ETH |     True |   Spot |          |          |          1 |
|    CYBERFDUSD |    CYBER/FDUSD |    CYBER |   FDUSD |     True |   Spot |          |          |          1 |
|      CYBERTRY |      CYBER/TRY |    CYBER |     TRY |     True |   Spot |          |          |          1 |
|     CYBERTUSD |     CYBER/TUSD |    CYBER |    TUSD |     True |   Spot |          |          |          1 |
|     CYBERUSDT |     CYBER/USDT |    CYBER |    USDT |     True |   Spot |   Margin |          |          1 |
|        DARBTC |        DAR/BTC |      DAR |     BTC |     True |   Spot |   Margin |          |          1 |
|        DARTRY |        DAR/TRY |      DAR |     TRY |     True |   Spot |          |          |          1 |
|       DARUSDT |       DAR/USDT |      DAR |    USDT |     True |   Spot |   Margin |          |          1 |
|       DASHBTC |       DASH/BTC |     DASH |     BTC |     True |   Spot |   Margin |          |          1 |
|       DASHETH |       DASH/ETH |     DASH |     ETH |     True |   Spot |          |          |          1 |
|      DASHUSDT |      DASH/USDT |     DASH |    USDT |     True |   Spot |   Margin |          |          1 |
|       DATABTC |       DATA/BTC |     DATA |     BTC |     True |   Spot |          |          |          1 |
|      DATAUSDT |      DATA/USDT |     DATA |    USDT |     True |   Spot |   Margin |          |          1 |
|        DCRBTC |        DCR/BTC |      DCR |     BTC |     True |   Spot |          |          |          1 |
|       DCRUSDT |       DCR/USDT |      DCR |    USDT |     True |   Spot |   Margin |          |          1 |
|       DEGOBTC |       DEGO/BTC |     DEGO |     BTC |     True |   Spot |          |          |          1 |
|      DEGOUSDT |      DEGO/USDT |     DEGO |    USDT |     True |   Spot |   Margin |          |          1 |
|       DENTETH |       DENT/ETH |     DENT |     ETH |     True |   Spot |          |          |          1 |
|       DENTTRY |       DENT/TRY |     DENT |     TRY |     True |   Spot |          |          |          1 |
|      DENTUSDT |      DENT/USDT |     DENT |    USDT |     True |   Spot |   Margin |          |          1 |
|      DEXEUSDT |      DEXE/USDT |     DEXE |    USDT |     True |   Spot |   Margin |          |          1 |
|        DFUSDT |        DF/USDT |       DF |    USDT |     True |   Spot |   Margin |          |          1 |
|        DGBBTC |        DGB/BTC |      DGB |     BTC |     True |   Spot |   Margin |          |          1 |
|       DGBUSDT |       DGB/USDT |      DGB |    USDT |     True |   Spot |   Margin |          |          1 |
|        DIABTC |        DIA/BTC |      DIA |     BTC |     True |   Spot |          |          |          1 |
|       DIAUSDT |       DIA/USDT |      DIA |    USDT |     True |   Spot |   Margin |          |          1 |
|       DOCKBTC |       DOCK/BTC |     DOCK |     BTC |     True |   Spot |          |          |          1 |
|      DOCKUSDT |      DOCK/USDT |     DOCK |    USDT |     True |   Spot |   Margin |          |          1 |
|       DODOBTC |       DODO/BTC |     DODO |     BTC |     True |   Spot |   Margin |          |          1 |
|      DODOUSDT |      DODO/USDT |     DODO |    USDT |     True |   Spot |   Margin |          |          1 |
|       DOGEBRL |       DOGE/BRL |     DOGE |     BRL |     True |   Spot |          |          |          1 |
|       DOGEBTC |       DOGE/BTC |     DOGE |     BTC |     True |   Spot |   Margin |          |          1 |
|       DOGEEUR |       DOGE/EUR |     DOGE |     EUR |     True |   Spot |          |          |          1 |
|     DOGEFDUSD |     DOGE/FDUSD |     DOGE |   FDUSD |     True |   Spot |   Margin |          |          1 |
|       DOGETRY |       DOGE/TRY |     DOGE |     TRY |     True |   Spot |          |          |          1 |
|      DOGETUSD |      DOGE/TUSD |     DOGE |    TUSD |     True |   Spot |          |          |          1 |
|      DOGEUSDC |      DOGE/USDC |     DOGE |    USDC |     True |   Spot |   Margin |          |          1 |
|      DOGEUSDT |      DOGE/USDT |     DOGE |    USDT |     True |   Spot |   Margin |          |          1 |
|        DOTBNB |        DOT/BNB |      DOT |     BNB |     True |   Spot |          |          |          1 |
|        DOTBRL |        DOT/BRL |      DOT |     BRL |     True |   Spot |          |          |          1 |
|        DOTBTC |        DOT/BTC |      DOT |     BTC |     True |   Spot |   Margin |          |          1 |
|        DOTETH |        DOT/ETH |      DOT |     ETH |     True |   Spot |          |          |          1 |
|        DOTEUR |        DOT/EUR |      DOT |     EUR |     True |   Spot |          |          |          1 |
|      DOTFDUSD |      DOT/FDUSD |      DOT |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        DOTTRY |        DOT/TRY |      DOT |     TRY |     True |   Spot |          |          |          1 |
|       DOTTUSD |       DOT/TUSD |      DOT |    TUSD |     True |   Spot |          |          |          1 |
|       DOTUSDC |       DOT/USDC |      DOT |    USDC |     True |   Spot |   Margin |          |          1 |
|       DOTUSDT |       DOT/USDT |      DOT |    USDT |     True |   Spot |   Margin |          |          1 |
|       DUSKBTC |       DUSK/BTC |     DUSK |     BTC |     True |   Spot |   Margin |          |          1 |
|      DUSKUSDT |      DUSK/USDT |     DUSK |    USDT |     True |   Spot |   Margin |          |          1 |
|       DYDXBNB |       DYDX/BNB |     DYDX |     BNB |     True |   Spot |          |          |          1 |
|       DYDXBTC |       DYDX/BTC |     DYDX |     BTC |     True |   Spot |   Margin |          |          1 |
|     DYDXFDUSD |     DYDX/FDUSD |     DYDX |   FDUSD |     True |   Spot |   Margin |          |          1 |
|       DYDXTRY |       DYDX/TRY |     DYDX |     TRY |     True |   Spot |          |          |          1 |
|      DYDXUSDT |      DYDX/USDT |     DYDX |    USDT |     True |   Spot |   Margin |          |          1 |
|        DYMBTC |        DYM/BTC |      DYM |     BTC |     True |   Spot |          |          |          1 |
|      DYMFDUSD |      DYM/FDUSD |      DYM |   FDUSD |     True |   Spot |          |          |          1 |
|        DYMTRY |        DYM/TRY |      DYM |     TRY |     True |   Spot |          |          |          1 |
|       DYMUSDT |       DYM/USDT |      DYM |    USDT |     True |   Spot |   Margin |          |          1 |
|        EDUBTC |        EDU/BTC |      EDU |     BTC |     True |   Spot |          |          |          1 |
|        EDUTRY |        EDU/TRY |      EDU |     TRY |     True |   Spot |          |          |          1 |
|       EDUUSDT |       EDU/USDT |      EDU |    USDT |     True |   Spot |   Margin |          |          1 |
|       EGLDBNB |       EGLD/BNB |     EGLD |     BNB |     True |   Spot |          |          |          1 |
|       EGLDBTC |       EGLD/BTC |     EGLD |     BTC |     True |   Spot |   Margin |          |          1 |
|       EGLDETH |       EGLD/ETH |     EGLD |     ETH |     True |   Spot |          |          |          1 |
|       EGLDEUR |       EGLD/EUR |     EGLD |     EUR |     True |   Spot |          |          |          1 |
|     EGLDFDUSD |     EGLD/FDUSD |     EGLD |   FDUSD |     True |   Spot |          |          |          1 |
|       EGLDRON |       EGLD/RON |     EGLD |     RON |     True |   Spot |          |          |          1 |
|      EGLDUSDT |      EGLD/USDT |     EGLD |    USDT |     True |   Spot |   Margin |          |          1 |
|        ELFBTC |        ELF/BTC |      ELF |     BTC |     True |   Spot |          |          |          1 |
|        ELFETH |        ELF/ETH |      ELF |     ETH |     True |   Spot |          |          |          1 |
|       ELFUSDT |       ELF/USDT |      ELF |    USDT |     True |   Spot |   Margin |          |          1 |
|        ENABNB |        ENA/BNB |      ENA |     BNB |     True |   Spot |          |          |          1 |
|        ENABTC |        ENA/BTC |      ENA |     BTC |     True |   Spot |   Margin |          |          1 |
|      ENAFDUSD |      ENA/FDUSD |      ENA |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        ENATRY |        ENA/TRY |      ENA |     TRY |     True |   Spot |          |          |          1 |
|       ENAUSDC |       ENA/USDC |      ENA |    USDC |     True |   Spot |          |          |          1 |
|       ENAUSDT |       ENA/USDT |      ENA |    USDT |     True |   Spot |   Margin |          |          1 |
|        ENJBTC |        ENJ/BTC |      ENJ |     BTC |     True |   Spot |   Margin |          |          1 |
|        ENJETH |        ENJ/ETH |      ENJ |     ETH |     True |   Spot |          |          |          1 |
|        ENJTRY |        ENJ/TRY |      ENJ |     TRY |     True |   Spot |          |          |          1 |
|       ENJUSDT |       ENJ/USDT |      ENJ |    USDT |     True |   Spot |   Margin |          |          1 |
|        ENSBTC |        ENS/BTC |      ENS |     BTC |     True |   Spot |   Margin |          |          1 |
|      ENSFDUSD |      ENS/FDUSD |      ENS |   FDUSD |     True |   Spot |          |          |          1 |
|        ENSTRY |        ENS/TRY |      ENS |     TRY |     True |   Spot |          |          |          1 |
|       ENSUSDT |       ENS/USDT |      ENS |    USDT |     True |   Spot |   Margin |          |          1 |
|        EOSBTC |        EOS/BTC |      EOS |     BTC |     True |   Spot |   Margin |          |          1 |
|        EOSETH |        EOS/ETH |      EOS |     ETH |     True |   Spot |   Margin |          |          1 |
|        EOSTRY |        EOS/TRY |      EOS |     TRY |     True |   Spot |          |          |          1 |
|       EOSUSDT |       EOS/USDT |      EOS |    USDT |     True |   Spot |   Margin |          |          1 |
|       EPXUSDT |       EPX/USDT |      EPX |    USDT |     True |   Spot |   Margin |          |          1 |
|       ERNUSDT |       ERN/USDT |      ERN |    USDT |     True |   Spot |   Margin |          |          1 |
|        ETCBNB |        ETC/BNB |      ETC |     BNB |     True |   Spot |          |          |          1 |
|        ETCBTC |        ETC/BTC |      ETC |     BTC |     True |   Spot |   Margin |          |          1 |
|        ETCETH |        ETC/ETH |      ETC |     ETH |     True |   Spot |          |          |          1 |
|      ETCFDUSD |      ETC/FDUSD |      ETC |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        ETCTRY |        ETC/TRY |      ETC |     TRY |     True |   Spot |          |          |          1 |
|       ETCUSDT |       ETC/USDT |      ETC |    USDT |     True |   Spot |   Margin |          |          1 |
|       ETHAEUR |       ETH/AEUR |      ETH |    AEUR |     True |   Spot |          |          |          1 |
|       ETHBIDR |       ETH/BIDR |      ETH |    BIDR |     True |   Spot |          |          |          1 |
|        ETHBRL |        ETH/BRL |      ETH |     BRL |     True |   Spot |          |          |          1 |
|        ETHBTC |        ETH/BTC |      ETH |     BTC |     True |   Spot |   Margin |          |          1 |
|        ETHDAI |        ETH/DAI |      ETH |     DAI |     True |   Spot |   Margin |          |          1 |
|        ETHEUR |        ETH/EUR |      ETH |     EUR |     True |   Spot |          |          |          1 |
|      ETHFDUSD |      ETH/FDUSD |      ETH |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        ETHJPY |        ETH/JPY |      ETH |     JPY |     True |   Spot |          |          |          1 |
|        ETHPLN |        ETH/PLN |      ETH |     PLN |     True |   Spot |          |          |          1 |
|        ETHTRY |        ETH/TRY |      ETH |     TRY |     True |   Spot |          |          |          1 |
|       ETHTUSD |       ETH/TUSD |      ETH |    TUSD |     True |   Spot |   Margin |          |          1 |
|        ETHUAH |        ETH/UAH |      ETH |     UAH |     True |   Spot |          |          |          1 |
|       ETHUSDC |       ETH/USDC |      ETH |    USDC |     True |   Spot |   Margin |          |          1 |
|       ETHUSDT |       ETH/USDT |      ETH |    USDT |     True |   Spot |   Margin |          |          1 |
|        ETHZAR |        ETH/ZAR |      ETH |     ZAR |     True |   Spot |          |          |          1 |
|      ETHFIBNB |      ETHFI/BNB |    ETHFI |     BNB |     True |   Spot |          |          |          1 |
|      ETHFIBTC |      ETHFI/BTC |    ETHFI |     BTC |     True |   Spot |          |          |          1 |
|    ETHFIFDUSD |    ETHFI/FDUSD |    ETHFI |   FDUSD |     True |   Spot |          |          |          1 |
|      ETHFITRY |      ETHFI/TRY |    ETHFI |     TRY |     True |   Spot |          |          |          1 |
|     ETHFIUSDC |     ETHFI/USDC |    ETHFI |    USDC |     True |   Spot |          |          |          1 |
|     ETHFIUSDT |     ETHFI/USDT |    ETHFI |    USDT |     True |   Spot |   Margin |          |          1 |
|       EURAEUR |       EUR/AEUR |      EUR |    AEUR |     True |   Spot |          |          |          1 |
|       EURUSDC |       EUR/USDC |      EUR |    USDC |     True |   Spot |          |          |          1 |
|       EURUSDT |       EUR/USDT |      EUR |    USDT |     True |   Spot |          |          |          1 |
|      FARMUSDT |      FARM/USDT |     FARM |    USDT |     True |   Spot |   Margin |          |          1 |
|      FDUSDTRY |      FDUSD/TRY |    FDUSD |     TRY |     True |   Spot |          |          |          1 |
|     FDUSDUSDT |     FDUSD/USDT |    FDUSD |    USDT |     True |   Spot |   Margin |          |          1 |
|        FETBNB |        FET/BNB |      FET |     BNB |     True |   Spot |          |          |          1 |
|        FETBRL |        FET/BRL |      FET |     BRL |     True |   Spot |          |          |          1 |
|        FETBTC |        FET/BTC |      FET |     BTC |     True |   Spot |          |          |          1 |
|      FETFDUSD |      FET/FDUSD |      FET |   FDUSD |     True |   Spot |          |          |          1 |
|        FETTRY |        FET/TRY |      FET |     TRY |     True |   Spot |          |          |          1 |
|       FETUSDC |       FET/USDC |      FET |    USDC |     True |   Spot |          |          |          1 |
|       FETUSDT |       FET/USDT |      FET |    USDT |     True |   Spot |   Margin |          |          1 |
|       FIDABTC |       FIDA/BTC |     FIDA |     BTC |     True |   Spot |          |          |          1 |
|       FIDATRY |       FIDA/TRY |     FIDA |     TRY |     True |   Spot |          |          |          1 |
|      FIDAUSDT |      FIDA/USDT |     FIDA |    USDT |     True |   Spot |   Margin |          |          1 |
|        FILBNB |        FIL/BNB |      FIL |     BNB |     True |   Spot |          |          |          1 |
|        FILBTC |        FIL/BTC |      FIL |     BTC |     True |   Spot |   Margin |          |          1 |
|        FILETH |        FIL/ETH |      FIL |     ETH |     True |   Spot |          |          |          1 |
|      FILFDUSD |      FIL/FDUSD |      FIL |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        FILTRY |        FIL/TRY |      FIL |     TRY |     True |   Spot |          |          |          1 |
|       FILUSDC |       FIL/USDC |      FIL |    USDC |     True |   Spot |          |          |          1 |
|       FILUSDT |       FIL/USDT |      FIL |    USDT |     True |   Spot |   Margin |          |          1 |
|        FIOBTC |        FIO/BTC |      FIO |     BTC |     True |   Spot |          |          |          1 |
|       FIOUSDT |       FIO/USDT |      FIO |    USDT |     True |   Spot |   Margin |          |          1 |
|       FIROBTC |       FIRO/BTC |     FIRO |     BTC |     True |   Spot |          |          |          1 |
|      FIROUSDT |      FIRO/USDT |     FIRO |    USDT |     True |   Spot |          |          |          1 |
|        FISBTC |        FIS/BTC |      FIS |     BTC |     True |   Spot |          |          |          1 |
|       FISUSDT |       FIS/USDT |      FIS |    USDT |     True |   Spot |   Margin |          |          1 |
|        FLMBTC |        FLM/BTC |      FLM |     BTC |     True |   Spot |          |          |          1 |
|       FLMUSDT |       FLM/USDT |      FLM |    USDT |     True |   Spot |   Margin |          |          1 |
|    FLOKIFDUSD |    FLOKI/FDUSD |    FLOKI |   FDUSD |     True |   Spot |          |          |          1 |
|      FLOKITRY |      FLOKI/TRY |    FLOKI |     TRY |     True |   Spot |          |          |          1 |
|     FLOKIUSDC |     FLOKI/USDC |    FLOKI |    USDC |     True |   Spot |          |          |          1 |
|     FLOKIUSDT |     FLOKI/USDT |    FLOKI |    USDT |     True |   Spot |   Margin |          |          1 |
|       FLOWBTC |       FLOW/BTC |     FLOW |     BTC |     True |   Spot |   Margin |          |          1 |
|      FLOWUSDT |      FLOW/USDT |     FLOW |    USDT |     True |   Spot |   Margin |          |          1 |
|       FLUXBTC |       FLUX/BTC |     FLUX |     BTC |     True |   Spot |          |          |          1 |
|      FLUXUSDT |      FLUX/USDT |     FLUX |    USDT |     True |   Spot |   Margin |          |          1 |
|        FORBTC |        FOR/BTC |      FOR |     BTC |     True |   Spot |          |          |          1 |
|       FORUSDT |       FOR/USDT |      FOR |    USDT |     True |   Spot |   Margin |          |          1 |
|      FORTHBTC |      FORTH/BTC |    FORTH |     BTC |     True |   Spot |          |          |          1 |
|     FORTHUSDT |     FORTH/USDT |    FORTH |    USDT |     True |   Spot |   Margin |          |          1 |
|      FRONTBTC |      FRONT/BTC |    FRONT |     BTC |     True |   Spot |          |          |          1 |
|      FRONTTRY |      FRONT/TRY |    FRONT |     TRY |     True |   Spot |          |          |          1 |
|     FRONTTUSD |     FRONT/TUSD |    FRONT |    TUSD |     True |   Spot |          |          |          1 |
|     FRONTUSDT |     FRONT/USDT |    FRONT |    USDT |     True |   Spot |   Margin |          |          1 |
|        FTMBNB |        FTM/BNB |      FTM |     BNB |     True |   Spot |          |          |          1 |
|        FTMBTC |        FTM/BTC |      FTM |     BTC |     True |   Spot |   Margin |          |          1 |
|        FTMETH |        FTM/ETH |      FTM |     ETH |     True |   Spot |          |          |          1 |
|        FTMEUR |        FTM/EUR |      FTM |     EUR |     True |   Spot |          |          |          1 |
|      FTMFDUSD |      FTM/FDUSD |      FTM |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        FTMTRY |        FTM/TRY |      FTM |     TRY |     True |   Spot |          |          |          1 |
|       FTMUSDC |       FTM/USDC |      FTM |    USDC |     True |   Spot |          |          |          1 |
|       FTMUSDT |       FTM/USDT |      FTM |    USDT |     True |   Spot |   Margin |          |          1 |
|       FTTUSDT |       FTT/USDT |      FTT |    USDT |     True |   Spot |   Margin |          |          1 |
|       FUNUSDT |       FUN/USDT |      FUN |    USDT |     True |   Spot |   Margin |          |          1 |
|        FXSBTC |        FXS/BTC |      FXS |     BTC |     True |   Spot |          |          |          1 |
|       FXSUSDT |       FXS/USDT |      FXS |    USDT |     True |   Spot |   Margin |          |          1 |
|        GALBTC |        GAL/BTC |      GAL |     BTC |     True |   Spot |          |          |          1 |
|        GALTRY |        GAL/TRY |      GAL |     TRY |     True |   Spot |          |          |          1 |
|       GALUSDT |       GAL/USDT |      GAL |    USDT |     True |   Spot |   Margin |          |          1 |
|       GALABNB |       GALA/BNB |     GALA |     BNB |     True |   Spot |          |          |          1 |
|       GALABRL |       GALA/BRL |     GALA |     BRL |     True |   Spot |          |          |          1 |
|       GALABTC |       GALA/BTC |     GALA |     BTC |     True |   Spot |   Margin |          |          1 |
|       GALAETH |       GALA/ETH |     GALA |     ETH |     True |   Spot |          |          |          1 |
|       GALAEUR |       GALA/EUR |     GALA |     EUR |     True |   Spot |          |          |          1 |
|     GALAFDUSD |     GALA/FDUSD |     GALA |   FDUSD |     True |   Spot |   Margin |          |          1 |
|       GALATRY |       GALA/TRY |     GALA |     TRY |     True |   Spot |          |          |          1 |
|      GALAUSDT |      GALA/USDT |     GALA |    USDT |     True |   Spot |   Margin |          |          1 |
|        GASBTC |        GAS/BTC |      GAS |     BTC |     True |   Spot |          |          |          1 |
|      GASFDUSD |      GAS/FDUSD |      GAS |   FDUSD |     True |   Spot |          |          |          1 |
|        GASTRY |        GAS/TRY |      GAS |     TRY |     True |   Spot |          |          |          1 |
|       GASUSDT |       GAS/USDT |      GAS |    USDT |     True |   Spot |   Margin |          |          1 |
|       GFTUSDT |       GFT/USDT |      GFT |    USDT |     True |   Spot |   Margin |          |          1 |
|      GHSTUSDT |      GHST/USDT |     GHST |    USDT |     True |   Spot |   Margin |          |          1 |
|        GLMBTC |        GLM/BTC |      GLM |     BTC |     True |   Spot |   Margin |          |          1 |
|       GLMUSDT |       GLM/USDT |      GLM |    USDT |     True |   Spot |   Margin |          |          1 |
|       GLMRBTC |       GLMR/BTC |     GLMR |     BTC |     True |   Spot |          |          |          1 |
|      GLMRUSDT |      GLMR/USDT |     GLMR |    USDT |     True |   Spot |   Margin |          |          1 |
|        GMTBTC |        GMT/BTC |      GMT |     BTC |     True |   Spot |          |          |          1 |
|        GMTEUR |        GMT/EUR |      GMT |     EUR |     True |   Spot |          |          |          1 |
|        GMTTRY |        GMT/TRY |      GMT |     TRY |     True |   Spot |          |          |          1 |
|       GMTUSDT |       GMT/USDT |      GMT |    USDT |     True |   Spot |   Margin |          |          1 |
|        GMXBTC |        GMX/BTC |      GMX |     BTC |     True |   Spot |          |          |          1 |
|       GMXUSDT |       GMX/USDT |      GMX |    USDT |     True |   Spot |   Margin |          |          1 |
|       GNOUSDT |       GNO/USDT |      GNO |    USDT |     True |   Spot |   Margin |          |          1 |
|       GNSUSDT |       GNS/USDT |      GNS |    USDT |     True |   Spot |   Margin |          |          1 |
|        GRTBTC |        GRT/BTC |      GRT |     BTC |     True |   Spot |   Margin |          |          1 |
|        GRTETH |        GRT/ETH |      GRT |     ETH |     True |   Spot |   Margin |          |          1 |
|        GRTEUR |        GRT/EUR |      GRT |     EUR |     True |   Spot |          |          |          1 |
|      GRTFDUSD |      GRT/FDUSD |      GRT |   FDUSD |     True |   Spot |          |          |          1 |
|        GRTTRY |        GRT/TRY |      GRT |     TRY |     True |   Spot |          |          |          1 |
|       GRTUSDT |       GRT/USDT |      GRT |    USDT |     True |   Spot |   Margin |          |          1 |
|        GTCBTC |        GTC/BTC |      GTC |     BTC |     True |   Spot |   Margin |          |          1 |
|       GTCUSDT |       GTC/USDT |      GTC |    USDT |     True |   Spot |   Margin |          |          1 |
|       HARDBTC |       HARD/BTC |     HARD |     BTC |     True |   Spot |          |          |          1 |
|      HARDUSDT |      HARD/USDT |     HARD |    USDT |     True |   Spot |   Margin |          |          1 |
|       HBARBNB |       HBAR/BNB |     HBAR |     BNB |     True |   Spot |          |          |          1 |
|       HBARBTC |       HBAR/BTC |     HBAR |     BTC |     True |   Spot |   Margin |          |          1 |
|       HBARTRY |       HBAR/TRY |     HBAR |     TRY |     True |   Spot |          |          |          1 |
|      HBARUSDT |      HBAR/USDT |     HBAR |    USDT |     True |   Spot |   Margin |          |          1 |
|        HFTBTC |        HFT/BTC |      HFT |     BTC |     True |   Spot |          |          |          1 |
|       HFTUSDT |       HFT/USDT |      HFT |    USDT |     True |   Spot |   Margin |          |          1 |
|      HIFIUSDT |      HIFI/USDT |     HIFI |    USDT |     True |   Spot |   Margin |          |          1 |
|       HIGHBTC |       HIGH/BTC |     HIGH |     BTC |     True |   Spot |          |          |          1 |
|      HIGHUSDT |      HIGH/USDT |     HIGH |    USDT |     True |   Spot |   Margin |          |          1 |
|       HIVEBTC |       HIVE/BTC |     HIVE |     BTC |     True |   Spot |   Margin |          |          1 |
|      HIVEUSDT |      HIVE/USDT |     HIVE |    USDT |     True |   Spot |   Margin |          |          1 |
|       HOOKBTC |       HOOK/BTC |     HOOK |     BTC |     True |   Spot |          |          |          1 |
|      HOOKUSDT |      HOOK/USDT |     HOOK |    USDT |     True |   Spot |   Margin |          |          1 |
|        HOTETH |        HOT/ETH |      HOT |     ETH |     True |   Spot |          |          |          1 |
|        HOTTRY |        HOT/TRY |      HOT |     TRY |     True |   Spot |          |          |          1 |
|       HOTUSDT |       HOT/USDT |      HOT |    USDT |     True |   Spot |   Margin |          |          1 |
|        ICPBNB |        ICP/BNB |      ICP |     BNB |     True |   Spot |          |          |          1 |
|        ICPBTC |        ICP/BTC |      ICP |     BTC |     True |   Spot |   Margin |          |          1 |
|        ICPETH |        ICP/ETH |      ICP |     ETH |     True |   Spot |          |          |          1 |
|        ICPEUR |        ICP/EUR |      ICP |     EUR |     True |   Spot |          |          |          1 |
|      ICPFDUSD |      ICP/FDUSD |      ICP |   FDUSD |     True |   Spot |          |          |          1 |
|        ICPTRY |        ICP/TRY |      ICP |     TRY |     True |   Spot |          |          |          1 |
|       ICPUSDT |       ICP/USDT |      ICP |    USDT |     True |   Spot |   Margin |          |          1 |
|        ICXBTC |        ICX/BTC |      ICX |     BTC |     True |   Spot |   Margin |          |          1 |
|       ICXUSDT |       ICX/USDT |      ICX |    USDT |     True |   Spot |   Margin |          |          1 |
|         IDBTC |         ID/BTC |       ID |     BTC |     True |   Spot |   Margin |          |          1 |
|         IDTRY |         ID/TRY |       ID |     TRY |     True |   Spot |          |          |          1 |
|        IDUSDT |        ID/USDT |       ID |    USDT |     True |   Spot |   Margin |          |          1 |
|       IDEXBTC |       IDEX/BTC |     IDEX |     BTC |     True |   Spot |   Margin |          |          1 |
|      IDEXUSDT |      IDEX/USDT |     IDEX |    USDT |     True |   Spot |   Margin |          |          1 |
|        ILVBTC |        ILV/BTC |      ILV |     BTC |     True |   Spot |          |          |          1 |
|       ILVUSDT |       ILV/USDT |      ILV |    USDT |     True |   Spot |   Margin |          |          1 |
|        IMXBTC |        IMX/BTC |      IMX |     BTC |     True |   Spot |          |          |          1 |
|        IMXTRY |        IMX/TRY |      IMX |     TRY |     True |   Spot |          |          |          1 |
|       IMXUSDT |       IMX/USDT |      IMX |    USDT |     True |   Spot |   Margin |          |          1 |
|        INJBNB |        INJ/BNB |      INJ |     BNB |     True |   Spot |          |          |          1 |
|        INJBTC |        INJ/BTC |      INJ |     BTC |     True |   Spot |   Margin |          |          1 |
|        INJETH |        INJ/ETH |      INJ |     ETH |     True |   Spot |          |          |          1 |
|      INJFDUSD |      INJ/FDUSD |      INJ |   FDUSD |     True |   Spot |   Margin |          |          1 |
